Member_number,Date,itemDescription
4131,29-03-2015,female sanitary products
2220,04-08-2015,bottled beer
3870,21-03-2015,processed cheese
1483,14-06-2015,specialty cheese
3449,29-11-2015,rolls/buns
1959,13-12-2015,yogurt
4825,17-01-2015,butter
3289,02-05-2015,beef
1256,29-08-2015,butter
3369,23-03-2015,UHT-milk
2191,25-10-2015,butter milk
4645,06-12-2015,bottled beer
3818,08-08-2015,margarine
3857,04-11-2015,light bulbs
3651,31-07-2015,shopping bags
3689,29-07-2015,onions
2361,03-10-2015,other vegetables
2513,15-12-2015,yogurt
2110,29-07-2015,frozen meals
4895,21-07-2015,pastry
2756,31-07-2015,misc. beverages
1960,09-01-2015,yogurt
3924,29-10-2015,semi-finished bread
3020,27-08-2015,white wine
4531,10-08-2015,herbs
4901,14-02-2015,fruit/vegetable juice
3787,24-09-2015,yogurt
3688,24-09-2015,rolls/buns
4717,10-04-2015,brown bread
2210,25-09-2015,domestic eggs
4152,29-05-2015,pasta
4507,18-06-2015,candy
1118,13-05-2015,pickled vegetables
4953,07-05-2015,coffee
4417,21-01-2015,frozen meals
2358,15-12-2015,hard cheese
3122,05-02-2015,white bread
3920,10-05-2015,napkins
4592,08-12-2015,canned fish
1326,09-11-2015,yogurt
3729,29-11-2015,brown bread
2627,31-10-2015,yogurt
3393,07-11-2015,whole milk
4302,03-08-2015,yogurt
1734,15-02-2015,baking powder
3635,26-02-2015,bottled beer
3232,18-12-2015,white wine
2805,18-04-2015,bottled water
2214,19-01-2015,root vegetables
4725,02-12-2015,white bread
4975,02-11-2015,beverages
3393,23-02-2015,coffee
4456,08-08-2015,cream cheese 
4744,29-08-2015,fruit/vegetable juice
1264,30-07-2015,tropical fruit
3104,18-05-2015,spices
4966,25-01-2015,curd
4183,15-01-2015,domestic eggs
3786,10-02-2015,UHT-milk
3299,28-02-2015,cream cheese 
1656,07-07-2015,white bread
4753,05-03-2015,seasonal products
2857,18-04-2015,liquor (appetizer)
3692,18-10-2015,packaged fruit/vegetables
2613,23-08-2015,domestic eggs
3509,08-07-2015,hygiene articles
3048,06-10-2015,coffee
1160,21-08-2015,coffee
2629,26-04-2015,long life bakery product
1444,06-06-2015,pickled vegetables
2578,01-12-2015,curd
4184,28-06-2015,semi-finished bread
3201,27-11-2015,whole milk
3311,02-05-2015,frozen vegetables
4294,08-01-2015,cling film/bags
2283,18-01-2015,shopping bags
3325,07-11-2015,newspapers
3621,02-11-2015,butter
1968,03-10-2015,citrus fruit
3717,01-04-2015,rolls/buns
4704,18-08-2015,candy
3904,11-05-2015,berries
2336,07-10-2015,frozen meals
3546,22-11-2015,rolls/buns
3797,23-08-2015,other vegetables
4607,15-12-2015,sliced cheese
4522,18-05-2015,candles
4695,13-10-2015,whole milk
4919,30-03-2015,pastry
3289,15-03-2015,rolls/buns
1200,26-09-2015,rolls/buns
3789,06-09-2015,root vegetables
1289,08-11-2015,brown bread
2415,29-04-2015,softener
1943,30-09-2015,whole milk
3685,26-08-2015,curd
3447,27-11-2015,mustard
2164,08-10-2015,other vegetables
4107,05-02-2015,domestic eggs
2744,19-05-2015,fruit/vegetable juice
1051,12-08-2015,rolls/buns
2087,09-04-2015,brown bread
1020,13-10-2015,rolls/buns
4546,09-04-2015,pip fruit
1182,29-11-2015,pip fruit
2727,15-12-2015,whipped/sour cream
4314,29-04-2015,bottled beer
2745,19-02-2015,oil
3147,20-02-2015,Instant food products
2677,07-12-2015,UHT-milk
2321,08-04-2015,whole milk
4708,02-10-2015,brown bread
3225,12-12-2015,other vegetables
3401,28-09-2015,root vegetables
3735,27-04-2015,pet care
2486,25-11-2015,yogurt
4790,15-08-2015,newspapers
1730,19-09-2015,rolls/buns
4724,12-02-2015,whole milk
4951,09-01-2015,whole milk
1341,30-10-2015,berries
4519,02-09-2015,frozen vegetables
2914,01-04-2015,rolls/buns
3916,04-10-2015,citrus fruit
4145,11-04-2015,rolls/buns
3657,27-01-2015,domestic eggs
2546,07-05-2015,mustard
2738,03-02-2015,root vegetables
1491,30-12-2015,pork
3268,18-04-2015,margarine
1820,07-04-2015,ham
1923,06-12-2015,other vegetables
2968,17-10-2015,shopping bags
4970,08-08-2015,pastry
4827,03-10-2015,rolls/buns
3474,07-04-2015,dishes
4417,19-03-2015,fruit/vegetable juice
3061,05-11-2015,domestic eggs
4364,25-05-2015,butter
2887,17-01-2015,whole milk
1292,24-10-2015,pork
1693,27-12-2015,pastry
2267,07-01-2015,long life bakery product
2663,10-09-2015,pastry
1551,11-06-2015,yogurt
3421,12-05-2015,yogurt
2785,12-07-2015,whole milk
4326,02-05-2015,sweet spreads
2871,20-12-2015,root vegetables
4969,26-05-2015,bottled water
3463,24-09-2015,yogurt
1504,30-11-2015,whole milk
2528,19-10-2015,margarine
1959,15-05-2015,semi-finished bread
2479,13-01-2015,newspapers
4809,13-04-2015,curd
4047,06-03-2015,beverages
2781,11-01-2015,yogurt
1837,03-01-2015,root vegetables
3288,26-04-2015,whole milk
1152,20-04-2015,frozen meals
1641,23-06-2015,whipped/sour cream
2685,19-07-2015,other vegetables
3599,08-01-2015,citrus fruit
2114,06-11-2015,whole milk
2019,08-09-2015,other vegetables
4019,19-03-2015,grapes
3663,28-06-2015,white bread
3170,03-12-2015,yogurt
3537,24-09-2015,curd
3918,22-06-2015,beef
3507,22-07-2015,pastry
4453,22-05-2015,brown bread
2769,31-07-2015,rolls/buns
4151,02-11-2015,whole milk
2291,10-04-2015,canned fish
1677,21-02-2015,specialty chocolate
1499,06-03-2015,frozen vegetables
2274,05-01-2015,rolls/buns
2186,02-04-2015,canned beer
4437,07-08-2015,chewing gum
4856,03-01-2015,specialty bar
3413,23-09-2015,chocolate
4741,25-09-2015,whole milk
4406,27-05-2015,chewing gum
2601,30-04-2015,specialty chocolate
4845,12-10-2015,berries
3695,09-07-2015,sliced cheese
2202,28-02-2015,curd
1027,25-02-2015,red/blush wine
1744,28-09-2015,bottled beer
4864,04-12-2015,pip fruit
3730,27-07-2015,other vegetables
2127,01-01-2015,pickled vegetables
2672,26-11-2015,pastry
1930,02-02-2015,specialty bar
3623,07-05-2015,liquor
4082,01-05-2015,root vegetables
4387,26-07-2015,brown bread
4424,22-08-2015,red/blush wine
3630,24-07-2015,curd
2202,28-05-2015,rolls/buns
3036,18-09-2015,whole milk
4529,10-05-2015,other vegetables
1968,16-02-2015,frozen meals
1511,22-03-2015,shopping bags
1503,17-08-2015,whole milk
2091,30-07-2015,onions
1651,22-02-2015,bottled water
1553,20-03-2015,mustard
4746,09-12-2015,yogurt
2902,12-06-2015,other vegetables
4205,29-01-2015,whipped/sour cream
1508,15-11-2015,canned beer
2403,01-12-2015,yogurt
4705,22-05-2015,canned beer
1285,21-07-2015,hygiene articles
4238,03-12-2015,onions
1938,08-05-2015,rolls/buns
3402,23-05-2015,dessert
4031,18-10-2015,soda
1739,31-05-2015,soda
2104,27-02-2015,candy
4516,07-12-2015,candy
3485,22-07-2015,tropical fruit
4462,07-06-2015,citrus fruit
2544,29-01-2015,berries
2805,30-08-2015,ice cream
2969,24-08-2015,canned fish
3563,25-11-2015,whole milk
2683,18-01-2015,red/blush wine
3776,18-07-2015,soda
1331,29-11-2015,root vegetables
1498,28-05-2015,dessert
3890,11-01-2015,rolls/buns
4559,07-02-2015,whole milk
2723,31-01-2015,dishes
2925,11-12-2015,cake bar
3684,15-02-2015,chocolate
1770,19-11-2015,shopping bags
3661,17-06-2015,butter
1044,25-10-2015,curd
3031,25-11-2015,brown bread
3028,19-05-2015,yogurt
3035,04-03-2015,rolls/buns
3189,23-11-2015,fruit/vegetable juice
3766,08-11-2015,shopping bags
4540,04-08-2015,beverages
4362,11-07-2015,frozen vegetables
4355,21-11-2015,bottled beer
1510,25-10-2015,soda
4299,14-08-2015,rolls/buns
1982,14-12-2015,butter
3365,13-08-2015,cat food
3653,09-11-2015,red/blush wine
1795,03-04-2015,whole milk
4693,24-04-2015,whipped/sour cream
4219,16-10-2015,long life bakery product
3636,14-05-2015,whole milk
1595,11-04-2015,soda
3196,05-05-2015,whole milk
2657,21-05-2015,frozen dessert
4656,14-10-2015,grapes
4239,11-02-2015,berries
1510,21-08-2015,whole milk
3462,21-01-2015,nut snack
3794,01-11-2015,liquor (appetizer)
1408,01-03-2015,soda
3686,29-08-2015,other vegetables
2273,28-02-2015,soft cheese
4693,13-03-2015,female sanitary products
2597,13-02-2015,onions
1551,21-07-2015,curd
2888,08-01-2015,brown bread
1631,14-08-2015,herbs
3564,04-07-2015,bottled water
4277,25-11-2015,grapes
4410,12-10-2015,salty snack
3455,18-11-2015,soft cheese
2467,05-07-2015,nuts/prunes
2235,19-01-2015,processed cheese
2145,21-01-2015,soda
3310,08-03-2015,grapes
2876,19-09-2015,chewing gum
3736,26-02-2015,root vegetables
3402,16-08-2015,sauces
1397,21-12-2015,whipped/sour cream
3497,15-08-2015,white bread
3044,07-06-2015,UHT-milk
1296,23-11-2015,yogurt
3999,16-11-2015,rolls/buns
2492,10-11-2015,whole milk
1572,21-09-2015,candy
4224,29-01-2015,brown bread
2352,31-01-2015,shopping bags
3609,23-02-2015,frozen meals
4142,17-11-2015,beverages
2736,26-12-2015,butter milk
2517,20-03-2015,domestic eggs
4999,18-02-2015,onions
4338,24-03-2015,pickled vegetables
2215,26-11-2015,cream cheese 
2745,21-04-2015,other vegetables
2861,12-03-2015,tropical fruit
3553,10-05-2015,other vegetables
2993,05-05-2015,napkins
4365,20-02-2015,whole milk
2860,20-12-2015,flower (seeds)
3760,22-11-2015,sliced cheese
2505,22-04-2015,whole milk
1485,12-07-2015,other vegetables
4608,27-04-2015,ketchup
2873,15-07-2015,liquor (appetizer)
4848,07-07-2015,rolls/buns
2550,23-12-2015,whipped/sour cream
2085,22-04-2015,candy
2549,24-08-2015,soda
1200,08-08-2015,root vegetables
3463,09-05-2015,shopping bags
3583,02-08-2015,male cosmetics
1276,26-03-2015,yogurt
2951,22-12-2015,domestic eggs
4970,23-07-2015,sliced cheese
1492,20-01-2015,other vegetables
3864,26-08-2015,sugar
2506,17-11-2015,other vegetables
4285,22-04-2015,roll products 
4822,26-02-2015,other vegetables
3588,15-12-2015,berries
2520,06-12-2015,soda
1088,14-01-2015,berries
1486,23-09-2015,beef
4080,03-07-2015,whole milk
3058,27-07-2015,butter
3133,01-12-2015,curd cheese
1731,17-08-2015,whole milk
2436,17-02-2015,margarine
3452,15-05-2015,pastry
2761,11-01-2015,semi-finished bread
1705,28-07-2015,whole milk
3221,01-04-2015,berries
1384,19-12-2015,domestic eggs
4570,22-08-2015,tropical fruit
2506,27-12-2015,soda
3380,23-04-2015,flour
2765,30-11-2015,yogurt
4840,05-06-2015,whipped/sour cream
1685,18-08-2015,whole milk
2028,01-03-2015,frozen vegetables
1125,27-08-2015,pastry
1054,02-09-2015,oil
4274,23-01-2015,other vegetables
2710,14-10-2015,long life bakery product
2699,28-11-2015,pastry
1918,29-09-2015,butter milk
4936,02-03-2015,root vegetables
2535,20-03-2015,rolls/buns
4495,24-08-2015,domestic eggs
4216,24-02-2015,rolls/buns
1515,21-09-2015,cat food
2604,26-01-2015,white bread
4820,07-12-2015,snack products
2340,28-11-2015,whole milk
2864,13-03-2015,tropical fruit
1366,29-11-2015,beef
3317,29-06-2015,dessert
4218,11-01-2015,berries
3958,04-11-2015,rolls/buns
1309,01-04-2015,cocoa drinks
1394,24-05-2015,bottled beer
4412,04-05-2015,frozen vegetables
3649,21-06-2015,yogurt
4805,13-10-2015,whole milk
1599,20-04-2015,whole milk
4321,12-09-2015,newspapers
3397,20-02-2015,curd
3767,06-06-2015,beverages
2781,01-06-2015,other vegetables
3750,17-05-2015,curd
4574,27-11-2015,whole milk
4180,01-04-2015,brown bread
3897,01-02-2015,UHT-milk
4333,01-07-2015,soft cheese
3796,06-06-2015,bottled beer
2240,18-05-2015,canned beer
2967,06-02-2015,domestic eggs
2581,14-12-2015,coffee
1248,15-12-2015,whole milk
3830,18-10-2015,coffee
3976,08-05-2015,onions
1842,23-02-2015,cream cheese 
1626,18-02-2015,chewing gum
4059,05-01-2015,whole milk
2370,12-09-2015,chocolate
4466,03-09-2015,yogurt
2404,10-02-2015,yogurt
3224,14-03-2015,shopping bags
1478,12-02-2015,bottled water
2229,22-12-2015,misc. beverages
4418,04-10-2015,rolls/buns
3571,07-07-2015,baking powder
2234,27-02-2015,root vegetables
3416,07-02-2015,canned beer
3429,29-06-2015,root vegetables
1046,24-06-2015,bottled water
4498,19-04-2015,chocolate
2152,03-09-2015,whisky
1425,18-03-2015,brown bread
3946,19-11-2015,newspapers
1009,14-05-2015,yogurt
2825,25-12-2015,whisky
4592,22-06-2015,chocolate
1449,27-05-2015,soda
1837,18-06-2015,domestic eggs
4322,31-10-2015,chocolate
2039,18-06-2015,oil
3999,19-05-2015,fruit/vegetable juice
1183,04-01-2015,domestic eggs
2441,03-07-2015,rolls/buns
2739,19-09-2015,specialty bar
3049,05-02-2015,yogurt
1697,29-05-2015,kitchen towels
4109,24-08-2015,other vegetables
3217,20-03-2015,cream cheese 
4879,12-10-2015,yogurt
3505,11-10-2015,domestic eggs
4292,26-10-2015,yogurt
4813,04-08-2015,specialty chocolate
1379,17-04-2015,cream cheese 
3410,31-05-2015,rolls/buns
4074,10-09-2015,flour
3438,04-01-2015,waffles
2919,30-06-2015,candles
1401,29-05-2015,soda
2074,20-12-2015,UHT-milk
4193,30-08-2015,specialty chocolate
1195,04-11-2015,liquor
4850,15-07-2015,packaged fruit/vegetables
3255,08-01-2015,whole milk
2572,27-05-2015,dog food
3803,14-12-2015,vinegar
3342,22-06-2015,long life bakery product
3167,20-08-2015,specialty chocolate
3517,14-07-2015,hard cheese
1391,14-03-2015,yogurt
2682,20-01-2015,whole milk
1363,15-01-2015,hard cheese
4849,17-05-2015,berries
3107,16-11-2015,frozen vegetables
2171,22-04-2015,ice cream
2286,19-06-2015,napkins
1449,03-10-2015,tropical fruit
2192,10-02-2015,soda
1926,29-05-2015,brown bread
1245,04-12-2015,shopping bags
4034,13-11-2015,rolls/buns
3719,22-02-2015,canned beer
1033,15-06-2015,waffles
1293,26-10-2015,specialty cheese
3737,12-12-2015,soda
1114,26-04-2015,shopping bags
2286,04-12-2015,other vegetables
1782,13-09-2015,yogurt
2837,19-09-2015,citrus fruit
2011,23-12-2015,candles
3067,22-09-2015,margarine
3191,30-12-2015,chocolate marshmallow
4161,24-09-2015,fruit/vegetable juice
2526,16-10-2015,yogurt
1582,08-07-2015,margarine
3663,20-11-2015,rolls/buns
1237,08-03-2015,hard cheese
2635,17-09-2015,specialty bar
3034,22-05-2015,other vegetables
3005,12-07-2015,fruit/vegetable juice
2476,30-07-2015,canned beer
1052,15-05-2015,whipped/sour cream
3781,23-09-2015,pip fruit
4736,03-04-2015,onions
4101,30-01-2015,rolls/buns
2535,17-10-2015,frozen vegetables
1924,07-09-2015,semi-finished bread
3079,04-01-2015,chicken
4270,08-02-2015,shopping bags
2797,12-09-2015,coffee
3813,18-01-2015,cat food
4412,20-12-2015,napkins
2997,02-06-2015,soda
3703,24-03-2015,chocolate
2260,02-10-2015,chocolate
3583,03-12-2015,whipped/sour cream
2513,30-01-2015,rolls/buns
4336,25-09-2015,prosecco
2017,19-02-2015,white wine
2787,09-05-2015,specialty bar
3460,14-09-2015,dessert
4056,29-08-2015,herbs
2063,23-08-2015,cream cheese 
2085,04-04-2015,domestic eggs
3778,13-03-2015,meat
2691,09-03-2015,rolls/buns
2534,08-11-2015,specialty cheese
2315,17-12-2015,roll products 
1094,16-05-2015,soda
4529,24-05-2015,tropical fruit
2745,29-04-2015,coffee
4352,28-11-2015,dog food
2783,31-03-2015,cream cheese 
3280,14-04-2015,tropical fruit
3473,07-04-2015,liquor (appetizer)
3476,28-06-2015,white bread
2173,11-08-2015,long life bakery product
4170,11-05-2015,onions
1596,14-07-2015,beverages
1265,13-04-2015,yogurt
1259,20-09-2015,whole milk
4102,23-10-2015,grapes
3465,16-04-2015,white wine
3504,05-11-2015,other vegetables
3336,26-03-2015,tropical fruit
3001,14-11-2015,bottled water
4078,18-04-2015,shopping bags
3244,20-11-2015,newspapers
3544,10-03-2015,hard cheese
2760,14-04-2015,soda
4643,02-12-2015,UHT-milk
3601,20-12-2015,other vegetables
2275,02-08-2015,pet care
3082,10-04-2015,pip fruit
4273,22-01-2015,red/blush wine
1951,22-10-2015,rolls/buns
3589,31-01-2015,rolls/buns
2404,15-10-2015,whole milk
3619,07-04-2015,dessert
4733,09-03-2015,other vegetables
4868,02-05-2015,long life bakery product
3410,03-07-2015,coffee
4937,14-02-2015,bottled water
2979,09-08-2015,onions
2278,10-08-2015,coffee
4512,08-11-2015,newspapers
1940,18-11-2015,chocolate
1867,29-03-2015,fruit/vegetable juice
1888,21-05-2015,whipped/sour cream
2073,18-06-2015,domestic eggs
4023,21-01-2015,soda
4416,29-10-2015,white bread
4210,07-08-2015,other vegetables
1520,26-02-2015,yogurt
1890,20-04-2015,curd
3079,30-01-2015,chocolate
1772,02-11-2015,brown bread
1361,12-07-2015,salt
4073,13-02-2015,butter milk
2128,24-04-2015,frozen meals
1882,25-09-2015,chocolate
4895,01-06-2015,specialty bar
1431,05-03-2015,whole milk
2159,17-07-2015,white bread
2666,14-12-2015,fruit/vegetable juice
2986,19-05-2015,whole milk
3491,26-10-2015,female sanitary products
3844,14-08-2015,curd
4002,30-04-2015,white wine
3963,26-01-2015,meat spreads
2997,03-08-2015,soda
4122,05-06-2015,chocolate
4326,11-04-2015,yogurt
4331,10-09-2015,sugar
4199,29-12-2015,UHT-milk
1910,25-09-2015,margarine
2713,18-08-2015,rolls/buns
4535,05-12-2015,rolls/buns
1529,17-06-2015,soda
4361,18-02-2015,bottled water
1208,21-08-2015,frozen meals
1789,22-10-2015,yogurt
4592,07-08-2015,hamburger meat
2141,08-03-2015,whole milk
1425,24-09-2015,other vegetables
3264,13-01-2015,dessert
4575,10-12-2015,other vegetables
1042,22-05-2015,bottled water
4624,18-05-2015,whipped/sour cream
1692,08-05-2015,chicken
4861,28-03-2015,frozen vegetables
1409,28-07-2015,tropical fruit
4403,08-05-2015,yogurt
1000,25-11-2015,hygiene articles
2359,28-08-2015,margarine
1613,08-08-2015,cream cheese 
2632,17-08-2015,frozen meals
3974,19-06-2015,curd
1742,27-11-2015,root vegetables
3281,25-10-2015,root vegetables
2610,21-10-2015,pastry
3209,25-01-2015,newspapers
1032,13-07-2015,whipped/sour cream
2257,15-05-2015,yogurt
4500,08-06-2015,flour
2134,27-08-2015,whole milk
4542,18-01-2015,coffee
1921,23-02-2015,rolls/buns
3363,29-12-2015,margarine
3220,07-11-2015,rolls/buns
2547,06-04-2015,other vegetables
3675,03-08-2015,white wine
3410,30-08-2015,onions
3721,04-07-2015,soda
2204,27-09-2015,liquor (appetizer)
2251,27-02-2015,packaged fruit/vegetables
4706,07-08-2015,whole milk
1762,21-01-2015,other vegetables
2996,08-01-2015,other vegetables
3727,19-05-2015,curd
4230,25-06-2015,white wine
2089,16-10-2015,curd
1452,21-05-2015,whole milk
4176,05-05-2015,flour
2484,12-08-2015,newspapers
3590,30-05-2015,salt
1015,22-03-2015,beef
4942,29-01-2015,bottled water
2038,17-05-2015,whole milk
4024,11-03-2015,grapes
4089,04-10-2015,rolls/buns
2287,23-09-2015,rolls/buns
1946,08-12-2015,candy
4899,13-03-2015,other vegetables
4656,01-11-2015,coffee
1340,18-11-2015,brown bread
3800,08-02-2015,root vegetables
4883,16-01-2015,frozen fish
4752,18-05-2015,pip fruit
4120,13-03-2015,rolls/buns
1776,20-03-2015,yogurt
4445,15-04-2015,flour
1515,06-11-2015,candy
4470,23-06-2015,other vegetables
2551,06-06-2015,rolls/buns
2062,03-09-2015,bottled beer
4407,19-02-2015,domestic eggs
1479,15-05-2015,shopping bags
1049,04-08-2015,candy
3062,22-03-2015,whole milk
3328,15-10-2015,soda
2269,20-09-2015,rolls/buns
2195,10-07-2015,canned fish
4757,12-01-2015,yogurt
4883,16-05-2015,shopping bags
1846,11-09-2015,root vegetables
4439,21-08-2015,rolls/buns
2102,25-01-2015,beef
3333,22-02-2015,rolls/buns
4486,06-11-2015,rolls/buns
3010,14-08-2015,root vegetables
1206,02-01-2015,cat food
2220,07-01-2015,pastry
1989,09-09-2015,mustard
3635,19-06-2015,newspapers
1275,11-04-2015,citrus fruit
3433,22-08-2015,whipped/sour cream
1426,08-07-2015,pip fruit
1110,09-09-2015,yogurt
4163,23-04-2015,liquor
